timestamp_s,channel,raw_adc,voltage_uv
123.5565,1,496,2.306
123.6813,1,522,2.427
123.7977,1,483,2.246
123.9140,1,629,2.924
124.0410,1,578,2.687
124.1571,1,445,2.069
124.2819,1,475,2.208
124.3944,1,461,2.143
124.5103,1,455,2.115
124.6384,1,520,2.418
124.7527,1,536,2.492
124.8793,1,537,2.497
124.9954,1,517,2.404
125.1097,1,544,2.529
125.2379,1,474,2.204
125.3522,1,513,2.385
125.4779,1,491,2.283
125.5936,1,469,2.180
125.7099,1,559,2.599
125.8401,1,446,2.074
125.9536,1,519,2.413
126.0788,1,477,2.218
126.1968,1,627,2.915
126.3191,1,431,2.004
126.4332,1,469,2.180
126.5607,1,474,2.204
126.6769,1,557,2.590
126.7941,1,536,2.492
126.9107,1,484,2.250
127.0405,1,587,2.729
127.1566,1,455,2.115
127.2813,1,586,2.724
127.3974,1,446,2.074
127.5141,1,515,2.394
127.6393,1,495,2.301
127.7529,1,611,2.841
127.8705,1,662,3.078
128.0007,1,494,2.297
128.1141,1,447,2.078
128.2313,1,555,2.580
128.3600,1,519,2.413
128.4761,1,553,2.571
128.5942,1,608,2.827
128.7191,1,582,2.706
128.8326,1,472,2.194
128.9601,1,494,2.297
129.0781,1,547,2.543
129.1941,1,484,2.250
129.3099,1,516,2.399
129.4371,1,531,2.469
129.5527,1,474,2.204
129.6694,1,493,2.292
129.8001,1,498,2.315
129.9183,1,532,2.473
130.0318,1,498,2.315
130.1570,1,469,2.180
130.2690,1,560,2.604
130.3980,1,526,2.445
130.5144,1,510,2.371
130.6314,1,516,2.399
130.7586,1,508,2.362
130.8768,1,534,2.483
130.9910,1,495,2.301
131.1187,1,516,2.399
131.2367,1,503,2.339
131.3522,1,456,2.120
131.4691,1,450,2.092
131.5942,1,516,2.399
131.7090,1,520,2.418
131.8364,1,481,2.236
131.9508,1,534,2.483
132.0751,1,582,2.706
132.1889,1,583,2.710
132.3141,1,457,2.125
132.4306,1,455,2.115
132.5607,1,482,2.241
132.6740,1,467,2.171
132.8000,1,502,2.334
132.9202,1,483,2.246
133.0382,1,488,2.269
133.1527,1,563,2.617
133.2767,1,566,2.631
133.3941,1,544,2.529
133.5105,1,545,2.534
133.6401,1,571,2.655
133.7534,1,513,2.385
133.8693,1,411,1.911
133.9937,1,593,2.757
134.1108,1,725,3.371
134.2384,1,432,2.008
134.3553,1,620,2.882
134.4711,1,478,2.222
134.5980,1,555,2.580
134.7147,1,466,2.167
134.8325,1,474,2.204
134.9483,1,65,0.302
135.0743,1,-1441,-6.699
135.1998,1,1121,5.212
135.3145,1,4170,19.387
135.4293,1,2809,13.059
135.5527,1,-106,-0.493
135.6691,1,2486,11.558
135.7987,1,-15279,-71.035
135.9155,1,3299,15.338
136.0313,1,-5333,-24.794
136.1560,1,-2896,-13.464
136.2692,1,615,2.859
136.3981,1,642,2.985
136.5152,1,517,2.404
136.6288,1,276,1.283
136.7537,1,1262,5.867
136.8691,1,435,2.022
136.9964,1,-658,-3.059
137.1093,1,-527,-2.450
137.2362,1,-412,-1.915
137.3507,1,-865,-4.022
137.4743,1,1187,5.519
137.5922,1,72,0.335
137.7174,1,437,2.032
137.8318,1,960,4.463
137.9602,1,550,2.557
138.0782,1,747,3.473
138.1945,1,333,1.548
138.3092,1,350,1.627
138.4384,1,92,0.428
138.5552,1,302,1.404
138.6691,1,406,1.888
138.7931,1,350,1.627
138.9109,1,218,1.014
139.0388,1,306,1.423
139.1561,1,357,1.660
139.2719,1,452,2.101
139.3955,1,522,2.427
139.5104,1,502,2.334
139.6285,1,410,1.906
139.7553,1,395,1.836
139.8689,1,550,2.557
139.9975,1,528,2.455
140.1144,1,498,2.315
140.2379,1,495,2.301
140.3519,1,480,2.232
140.4762,1,553,2.571
140.5937,1,614,2.855
140.7097,1,554,2.576
140.8363,1,463,2.153
140.9528,1,389,1.809
141.0706,1,476,2.213
141.1975,1,501,2.329
141.3144,1,529,2.459
141.4324,1,521,2.422
141.5486,1,510,2.371
141.6770,1,495,2.301
141.7937,1,525,2.441
141.9117,1,531,2.469
142.0285,1,507,2.357
142.1553,1,472,2.194
142.2691,1,484,2.250
142.3995,1,512,2.380
142.5149,1,566,2.631
142.6314,1,508,2.362
142.7480,1,515,2.394
142.8762,1,518,2.408
142.9941,1,521,2.422
143.1108,1,516,2.399
143.2358,1,545,2.534
143.3519,1,506,2.352
143.4751,1,507,2.357
143.5914,1,531,2.469
143.7193,1,535,2.487
143.8374,1,522,2.427
143.9491,1,500,2.325
144.0789,1,484,2.250
144.1938,1,521,2.422
144.3087,1,514,2.390
144.4380,1,531,2.469
144.5537,1,522,2.427
144.6784,1,526,2.445
144.7941,1,515,2.394
144.9108,1,519,2.413
145.0274,1,477,2.218
145.1514,1,495,2.301
145.2691,1,510,2.371
145.3938,1,523,2.432
145.5186,1,506,2.352
145.6311,1,531,2.469
145.7480,1,492,2.287
145.8777,1,536,2.492
145.9945,1,533,2.478
146.1084,1,493,2.292
146.2321,1,516,2.399
146.3479,1,503,2.339
146.4744,1,492,2.287
146.5909,1,535,2.487
146.7184,1,502,2.334
146.8341,1,497,2.311
146.9478,1,507,2.357
147.0743,1,513,2.385
147.1908,1,506,2.352
147.3186,1,510,2.371
147.4319,1,534,2.483
147.5475,1,537,2.497
147.6736,1,484,2.250
147.7912,1,514,2.390
147.9156,1,505,2.348
148.0322,1,493,2.292
148.1479,1,507,2.357
148.2740,1,515,2.394
148.3878,1,510,2.371
148.5176,1,499,2.320
148.6314,1,498,2.315
148.7583,1,502,2.334
148.8713,1,494,2.297
148.9978,1,515,2.394
149.1143,1,530,2.464
149.2316,1,499,2.320
149.3479,1,492,2.287
149.4744,1,498,2.315
149.5900,1,497,2.311
149.7080,1,494,2.297
149.8344,1,515,2.394
149.9506,1,539,2.506
150.0744,1,488,2.269
150.1924,1,511,2.376
150.3067,1,513,2.385
150.4342,1,521,2.422
150.5506,1,508,2.362
150.6768,1,516,2.399
150.7906,1,539,2.506
150.9143,1,512,2.380
151.0320,1,509,2.366
151.1481,1,526,2.445
151.2711,1,525,2.441
151.3937,1,513,2.385
151.5084,1,525,2.441
151.6305,1,513,2.385
151.7486,1,497,2.311
151.8744,1,516,2.399
151.9905,1,502,2.334
152.1078,1,514,2.390
152.2382,1,525,2.441
152.3548,1,516,2.399
152.4721,1,500,2.325
152.5986,1,511,2.376
152.7164,1,512,2.380
152.8334,1,508,2.362
152.9512,1,530,2.464
153.0665,1,526,2.445
153.1942,1,513,2.385
153.3122,1,510,2.371
153.4358,1,495,2.301
153.5480,1,520,2.418
153.6769,1,516,2.399
153.7941,1,495,2.301
153.9107,1,514,2.390
154.0381,1,526,2.445
154.1517,1,510,2.371
154.2687,1,509,2.366
154.3945,1,506,2.352
154.5102,1,498,2.315
154.6370,1,516,2.399
154.7550,1,505,2.348
154.8683,1,504,2.343
154.9943,1,512,2.380
155.1088,1,512,2.380
155.2333,1,531,2.469
155.3466,1,521,2.422
155.4744,1,523,2.432
155.5911,1,468,2.176
155.7070,1,502,2.334
155.8336,1,510,2.371
155.9500,1,499,2.320
156.0773,1,526,2.445
156.1954,1,514,2.390
156.3119,1,526,2.445
156.4285,1,511,2.376
156.5514,1,501,2.329
156.6783,1,511,2.376
156.7945,1,504,2.343
156.9110,1,498,2.315
157.0270,1,511,2.376
157.1568,1,503,2.339
157.2742,1,519,2.413
157.3886,1,526,2.445
157.5062,1,538,2.501
157.6315,1,524,2.436
157.7568,1,519,2.413
157.8743,1,546,2.538
157.9893,1,500,2.325
158.1152,1,495,2.301
158.2299,1,487,2.264
158.3548,1,502,2.334
158.4692,1,506,2.352
158.5979,1,509,2.366
158.7134,1,516,2.399
158.8259,1,523,2.432
158.9523,1,520,2.418
159.0697,1,520,2.418
159.1946,1,505,2.348
159.3068,1,486,2.259
159.4354,1,511,2.376
159.5525,1,503,2.339
159.6692,1,522,2.427
159.7970,1,503,2.339
159.9136,1,532,2.473
160.0263,1,527,2.450
160.1561,1,507,2.357
160.2692,1,512,2.380
160.3872,1,529,2.459
160.5142,1,509,2.366
160.6265,1,511,2.376
160.7566,1,517,2.404
160.8741,1,510,2.371
160.9884,1,514,2.390
161.1063,1,511,2.376
161.2364,1,528,2.455
161.3491,1,518,2.408
161.4773,1,515,2.394
161.5943,1,516,2.399
161.7109,1,502,2.334
161.8259,1,513,2.385
161.9529,1,507,2.357
162.0696,1,521,2.422
162.1953,1,503,2.339
162.3110,1,507,2.357
162.4276,1,511,2.376
162.5541,1,507,2.357
162.6674,1,541,2.515
162.7918,1,518,2.408
162.9098,1,529,2.459
163.0271,1,511,2.376
163.1570,1,508,2.362
163.2695,1,508,2.362
163.3876,1,501,2.329
163.5144,1,520,2.418
163.6270,1,527,2.450
163.7567,1,520,2.418
163.8711,1,534,2.483
163.9854,1,530,2.464
164.1123,1,504,2.343
164.2290,1,522,2.427
164.3549,1,506,2.352
164.4694,1,493,2.292
164.5940,1,502,2.334
164.7099,1,518,2.408
164.8264,1,524,2.436
164.9549,1,538,2.501
165.0695,1,543,2.524
165.1945,1,524,2.436
165.3099,1,514,2.390
165.4367,1,486,2.259
165.5547,1,499,2.320
165.6728,1,494,2.297
165.7910,1,500,2.325
165.9079,1,501,2.329
166.0372,1,512,2.380
166.1523,1,517,2.404
166.2692,1,520,2.418
166.3874,1,535,2.487
166.5126,1,518,2.408
166.6290,1,503,2.339
166.7563,1,492,2.287
166.8674,1,525,2.441
166.9940,1,519,2.413
167.1109,1,514,2.390
167.2276,1,505,2.348
167.3551,1,501,2.329
167.4692,1,521,2.422
167.5939,1,516,2.399
167.7085,1,517,2.404
167.8359,1,506,2.352
167.9516,1,507,2.357
168.0774,1,509,2.366
168.1944,1,495,2.301
168.3098,1,526,2.445
168.4264,1,528,2.455
168.5539,1,516,2.399
168.6687,1,528,2.455
168.7946,1,512,2.380
168.9104,1,524,2.436
169.0274,1,517,2.404
169.1555,1,487,2.264
169.2724,1,502,2.334
169.3881,1,490,2.278
169.5098,1,531,2.469
169.6271,1,540,2.511
169.7569,1,541,2.515
169.8693,1,514,2.390
169.9857,1,518,2.408
170.1108,1,502,2.334
170.2262,1,519,2.413
170.3524,1,502,2.334
170.4658,1,503,2.339
170.5923,1,529,2.459
170.7063,1,502,2.334
170.8315,1,521,2.422
170.9466,1,515,2.394
171.0693,1,521,2.422
171.1947,1,526,2.445
171.3099,1,515,2.394
171.4271,1,517,2.404
171.5554,1,513,2.385
171.6688,1,528,2.455
171.7936,1,514,2.390
171.9063,1,524,2.436
172.0354,1,521,2.422
172.1513,1,551,2.562
172.2688,1,519,2.413
172.3921,1,491,2.283
172.5069,1,497,2.311
172.6315,1,496,2.306
172.7483,1,512,2.380
172.8648,1,527,2.450
172.9941,1,523,2.432
173.1104,1,503,2.339
173.2243,1,513,2.385
173.3549,1,508,2.362
173.4722,1,514,2.390
173.5885,1,497,2.311
173.7151,1,526,2.445
173.8313,1,503,2.339
173.9446,1,511,2.376
174.0719,1,508,2.362
174.1852,1,497,2.311
174.3082,1,506,2.352
174.4316,1,510,2.371
174.5482,1,529,2.459
174.6741,1,519,2.413
174.7858,1,531,2.469
174.9143,1,525,2.441
175.0287,1,515,2.394
175.1444,1,513,2.385
175.2738,1,506,2.352
175.3908,1,518,2.408
175.5079,1,510,2.371
175.6315,1,530,2.464
175.7459,1,522,2.427
175.8732,1,521,2.422
175.9873,1,501,2.329
176.1054,1,509,2.366
176.2315,1,488,2.269
176.3457,1,496,2.306
176.4713,1,514,2.390
176.5864,1,515,2.394
176.7115,1,516,2.399
176.8264,1,508,2.362
176.9516,1,511,2.376
177.0696,1,520,2.418
177.1854,1,516,2.399
177.3118,1,506,2.352
177.4264,1,508,2.362
177.5515,1,520,2.418
177.6655,1,502,2.334
177.7924,1,498,2.315
177.9087,1,517,2.404
178.0267,1,503,2.339
178.1518,1,510,2.371
178.2644,1,528,2.455
178.3944,1,498,2.315
178.5105,1,514,2.390
178.6277,1,515,2.394
178.7440,1,513,2.385
178.8712,1,531,2.469
178.9878,1,531,2.469
179.1140,1,525,2.441
179.2297,1,522,2.427
179.3460,1,519,2.413
179.4642,1,504,2.343
179.5938,1,492,2.287
179.7073,1,490,2.278
179.8309,1,512,2.380
179.9488,1,517,2.404
180.0746,1,521,2.422
180.1911,1,523,2.432
180.3075,1,514,2.390
180.4317,1,514,2.390
180.5477,1,531,2.469
180.6748,1,525,2.441
180.7874,1,517,2.404
180.9149,1,502,2.334
181.0312,1,518,2.408
181.1483,1,502,2.334
181.2743,1,484,2.250
181.3912,1,506,2.352
181.5074,1,496,2.306
181.6316,1,528,2.455
181.7456,1,509,2.366
181.8706,1,512,2.380
181.9835,1,514,2.390
182.1136,1,519,2.413
182.2317,1,518,2.408
182.3489,1,509,2.366
182.4744,1,501,2.329
182.5896,1,518,2.408
182.7153,1,501,2.329
182.8315,1,528,2.455
182.9482,1,523,2.432
183.0645,1,498,2.315
183.1884,1,512,2.380
183.3144,1,512,2.380
183.4315,1,509,2.366
183.5472,1,515,2.394
183.6739,1,521,2.422
183.7916,1,531,2.469
183.9072,1,504,2.343
184.0316,1,512,2.380
184.1457,1,504,2.343
184.2696,1,508,2.362
184.3837,1,518,2.408
184.5144,1,531,2.469
184.6315,1,527,2.450
184.7478,1,526,2.445
184.8734,1,539,2.506
184.9914,1,526,2.445
185.1074,1,522,2.427
185.2315,1,490,2.278
185.3447,1,502,2.334
185.4736,1,507,2.357
185.5884,1,528,2.455
185.7034,1,530,2.464
185.8321,1,537,2.497
185.9446,1,540,2.511
186.0723,1,512,2.380
186.1883,1,501,2.329
186.3050,1,495,2.301
186.4291,1,500,2.325
186.5444,1,509,2.366
186.6749,1,513,2.385
186.7908,1,545,2.534
186.9073,1,528,2.455
187.0319,1,538,2.501
187.1463,1,520,2.418
187.2643,1,522,2.427
187.3948,1,518,2.408
187.5089,1,533,2.478
187.6246,1,537,2.497
187.7524,1,500,2.325
187.8692,1,497,2.311
187.9842,1,495,2.301
188.1140,1,527,2.450
188.2291,1,538,2.501
188.3445,1,531,2.469
188.4731,1,510,2.371
188.5859,1,516,2.399
188.7139,1,516,2.399
188.8265,1,503,2.339
188.9443,1,504,2.343
189.0751,1,524,2.436
189.1903,1,507,2.357
189.3045,1,511,2.376
189.4305,1,534,2.483
189.5443,1,502,2.334
189.6726,1,521,2.422
189.7893,1,528,2.455
189.9059,1,515,2.394
190.0310,1,516,2.399
190.1465,1,496,2.306
190.2734,1,499,2.320
190.3867,1,503,2.339
190.5140,1,496,2.306
190.6298,1,507,2.357
190.7440,1,518,2.408
190.8694,1,520,2.418
190.9859,1,516,2.399
191.1141,1,525,2.441
191.2272,1,534,2.483
191.3515,1,514,2.390
191.4681,1,503,2.339
191.5947,1,486,2.259
191.7110,1,515,2.394
191.8255,1,517,2.404
191.9544,1,527,2.450
192.0724,1,517,2.404
192.1836,1,527,2.450
192.3100,1,519,2.413
192.4274,1,511,2.376
192.5425,1,495,2.301
192.6693,1,491,2.283
192.7874,1,493,2.292
192.9135,1,523,2.432
193.0264,1,516,2.399
193.1439,1,524,2.436
193.2733,1,511,2.376
193.3903,1,510,2.371
193.5027,1,490,2.278
193.6336,1,510,2.371
193.7489,1,524,2.436
193.8643,1,518,2.408
193.9945,1,520,2.418
194.1106,1,519,2.413
194.2261,1,496,2.306
194.3429,1,522,2.427
194.4737,1,516,2.399
194.5918,1,522,2.427
194.7099,1,507,2.357
194.8278,1,515,2.394
194.9443,1,507,2.357
195.0694,1,509,2.366
195.1870,1,510,2.371
195.3027,1,516,2.399
195.4322,1,537,2.497
195.5478,1,530,2.464
195.6699,1,528,2.455
195.7849,1,520,2.418
195.9105,1,522,2.427
196.0277,1,526,2.445
196.1445,1,523,2.432
196.2717,1,527,2.450
196.3857,1,501,2.329
196.5127,1,531,2.469
196.6298,1,514,2.390
196.7474,1,518,2.408
196.8643,1,505,2.348
196.9915,1,502,2.334
197.1087,1,515,2.394
197.2225,1,519,2.413
197.3531,1,527,2.450
197.4692,1,506,2.352
197.5939,1,515,2.394
197.7105,1,508,2.362
197.8257,1,522,2.427
197.9426,1,522,2.427
198.0693,1,517,2.404
198.1859,1,512,2.380
198.3110,1,530,2.464
198.4265,1,493,2.292
198.5531,1,511,2.376
198.6678,1,504,2.343
198.7928,1,502,2.334
198.9061,1,509,2.366
199.0339,1,501,2.329
199.1519,1,514,2.390
199.2678,1,514,2.390
199.3830,1,522,2.427
199.5107,1,517,2.404
199.6249,1,538,2.501
199.7524,1,524,2.436
199.8677,1,514,2.390
199.9819,1,531,2.469
200.1086,1,551,2.562
200.2264,1,555,2.580
200.3514,1,504,2.343
200.4665,1,520,2.418
200.5925,1,489,2.273
200.7051,1,473,2.199
200.8320,1,516,2.399
200.9469,1,525,2.441
201.0725,1,527,2.450
201.1906,1,538,2.501
201.3041,1,553,2.571
201.4290,1,521,2.422
201.5460,1,515,2.394
201.6694,1,486,2.259
201.7853,1,498,2.315
201.9031,1,514,2.390
202.0316,1,537,2.497
202.1446,1,527,2.450
202.2625,1,530,2.464
202.3884,1,544,2.529
202.5026,1,530,2.464
202.6298,1,497,2.311
202.7448,1,504,2.343
202.8737,1,502,2.334
202.9899,1,525,2.441
203.1027,1,508,2.362
203.2265,1,524,2.436
203.3446,1,533,2.478
203.4739,1,531,2.469
203.5898,1,511,2.376
203.7074,1,502,2.334
203.8254,1,503,2.339
203.9504,1,514,2.390
204.0647,1,509,2.366
204.1817,1,523,2.432
204.3086,1,510,2.371
204.4243,1,538,2.501
204.5528,1,516,2.399
204.6694,1,507,2.357
204.7875,1,510,2.371
204.9021,1,510,2.371
205.0317,1,519,2.413
205.1484,1,516,2.399
205.2650,1,531,2.469
205.3909,1,513,2.385
205.5068,1,534,2.483
205.6298,1,520,2.418
205.7436,1,540,2.511
205.8718,1,522,2.427
205.9862,1,522,2.427
206.1017,1,513,2.385
206.2278,1,510,2.371
206.3447,1,518,2.408
206.4613,1,507,2.357
206.5881,1,524,2.436
206.7027,1,517,2.404
206.8317,1,530,2.464
206.9489,1,519,2.413
207.0621,1,524,2.436
207.1875,1,518,2.408
207.3055,1,522,2.427
207.4212,1,486,2.259
207.5483,1,516,2.399
207.6722,1,510,2.371
207.7882,1,525,2.441
207.9036,1,538,2.501
208.0277,1,532,2.473
208.1438,1,510,2.371
208.2612,1,509,2.366
208.3897,1,516,2.399
208.5048,1,492,2.287
208.6215,1,508,2.362
208.7456,1,493,2.292
208.8611,1,499,2.320
208.9881,1,534,2.483
209.1042,1,531,2.469
209.2265,1,515,2.394
209.3414,1,517,2.404
209.4699,1,513,2.385
209.5836,1,512,2.380
209.7109,1,504,2.343
209.8271,1,516,2.399
209.9425,1,521,2.422
210.0698,1,521,2.422
210.1833,1,532,2.473
210.3111,1,533,2.478
210.4288,1,521,2.422
210.5448,1,539,2.506
210.6611,1,506,2.352
210.7881,1,504,2.343
210.9023,1,511,2.376
211.0279,1,513,2.385
211.1442,1,519,2.413
211.2694,1,520,2.418
211.3875,1,523,2.432
211.5051,1,528,2.455
211.6298,1,531,2.469
211.7446,1,527,2.450
211.8626,1,515,2.394
211.9881,1,503,2.339
212.1024,1,516,2.399
212.2318,1,527,2.450
212.3483,1,543,2.524
212.4650,1,539,2.506
212.5808,1,538,2.501
212.7085,1,490,2.278
212.8216,1,512,2.380
212.9460,1,497,2.311
213.0611,1,508,2.362
213.1880,1,513,2.385
213.3010,1,527,2.450
213.4273,1,516,2.399
213.5414,1,514,2.390
213.6694,1,514,2.390
213.7875,1,521,2.422
213.9116,1,528,2.455
214.0287,1,513,2.385
214.1441,1,511,2.376
214.2693,1,517,2.404
214.3873,1,515,2.394
214.5039,1,515,2.394
214.6265,1,517,2.404
214.7447,1,524,2.436
214.8726,1,516,2.399
214.9881,1,522,2.427
215.1031,1,523,2.432
215.2276,1,521,2.422
215.3410,1,503,2.339
215.4693,1,522,2.427
215.5862,1,514,2.390
215.7035,1,498,2.315
215.8320,1,526,2.445
215.9458,1,508,2.362
216.0609,1,509,2.366
216.1881,1,519,2.413
216.3059,1,527,2.450
216.4198,1,501,2.329
216.5474,1,485,2.255
216.6651,1,513,2.385
216.7887,1,512,2.380
216.9068,1,521,2.422
217.0316,1,535,2.487
217.1472,1,528,2.455
217.2701,1,522,2.427
217.3871,1,527,2.450
217.5019,1,522,2.427
217.6199,1,521,2.422
217.7490,1,527,2.450
217.8635,1,513,2.385
217.9816,1,573,2.664
218.1090,1,535,2.487
218.2270,1,514,2.390
218.3515,1,560,2.604
218.4678,1,527,2.450
218.5828,1,512,2.380
218.7086,1,515,2.394
218.8219,1,510,2.371
218.9484,1,498,2.315
219.0660,1,502,2.334
219.1831,1,520,2.418
219.3117,1,514,2.390
219.4247,1,501,2.329
219.5491,1,508,2.362
219.6630,1,510,2.371
219.7897,1,501,2.329
219.9064,1,507,2.357
220.0308,1,530,2.464
220.1479,1,525,2.441
220.2612,1,518,2.408
220.3898,1,519,2.413
220.5019,1,522,2.427
220.6196,1,507,2.357
220.7480,1,518,2.408
220.8650,1,539,2.506
220.9905,1,540,2.511
221.1053,1,550,2.557
221.2219,1,548,2.548
221.3440,1,544,2.529
221.4695,1,533,2.478
221.5862,1,519,2.413
221.7032,1,501,2.329
221.8265,1,502,2.334
221.9440,1,454,2.111
222.0695,1,489,2.273
222.1868,1,526,2.445
222.3031,1,428,1.990
222.4266,1,410,1.906
222.5447,1,434,2.018
222.6613,1,519,2.413
222.7892,1,653,3.036
222.9063,1,432,2.008
223.0293,1,401,1.864
223.1426,1,467,2.171
223.2699,1,423,1.967
223.3829,1,429,1.994
223.5105,1,449,2.087
223.6266,1,474,2.204
223.7513,1,471,2.190
223.8623,1,482,2.241
223.9905,1,501,2.329
224.1016,1,479,2.227
224.2276,1,464,2.157
224.3449,1,549,2.552
224.4612,1,455,2.115
224.5885,1,371,1.725
224.7029,1,545,2.534
224.8193,1,551,2.562
224.9441,1,525,2.441
225.0602,1,461,2.143
225.1863,1,519,2.413
225.3042,1,524,2.436
225.4290,1,518,2.408
225.5443,1,639,2.971
225.6696,1,400,1.860
225.7818,1,512,2.380
225.9088,1,479,2.227
226.0213,1,552,2.566
226.1481,1,500,2.325
226.2646,1,500,2.325
226.3827,1,538,2.501
226.5086,1,521,2.422
226.6251,1,507,2.357
226.7415,1,485,2.255
226.8689,1,541,2.515
226.9827,1,519,2.413
227.1087,1,521,2.422
227.2264,1,518,2.408
227.3393,1,521,2.422
227.4648,1,520,2.418
227.5799,1,538,2.501
227.7087,1,512,2.380
227.8268,1,513,2.385
227.9426,1,509,2.366
228.0700,1,501,2.329
228.1862,1,519,2.413
228.3026,1,506,2.352
228.4198,1,539,2.506
228.5449,1,482,2.241
228.6592,1,537,2.497
228.7863,1,533,2.478
228.9019,1,523,2.432
229.0189,1,512,2.380
229.1455,1,516,2.399
229.2614,1,563,2.617
229.3890,1,625,2.906
229.5065,1,400,1.860
229.6195,1,506,2.352
229.7480,1,558,2.594
229.8613,1,539,2.506
229.9864,1,505,2.348
230.1029,1,522,2.427
230.2195,1,480,2.232
230.3485,1,540,2.511
230.4647,1,531,2.469
230.5818,1,475,2.208
230.7086,1,504,2.343
230.8225,1,532,2.473
230.9388,1,568,2.641
231.0696,1,548,2.548
231.1817,1,543,2.524
231.3092,1,522,2.427
231.4213,1,556,2.585
231.5484,1,563,2.617
231.6656,1,507,2.357
231.7823,1,548,2.548
231.8990,1,561,2.608
232.0247,1,540,2.511
232.1385,1,605,2.813
232.2630,1,468,2.176
232.3793,1,585,2.720
232.5042,1,611,2.841
232.6217,1,509,2.366
232.7398,1,377,1.753
232.8694,1,563,2.617
232.9848,1,643,2.989
233.1030,1,592,2.752
233.2194,1,282,1.311
233.3447,1,520,2.418
233.4607,1,460,2.139
233.5891,1,407,1.892
233.7020,1,486,2.259
233.8278,1,585,2.720
233.9446,1,550,2.557
234.0697,1,545,2.534
234.1858,1,550,2.557
234.3022,1,548,2.548
234.4288,1,592,2.752
234.5439,1,842,3.915
234.6595,1,606,2.817
234.7852,1,512,2.380
234.8984,1,398,1.850
235.0227,1,452,2.101
235.1466,1,463,2.153
235.2613,1,523,2.432
235.3890,1,603,2.803
235.5025,1,591,2.748
235.6275,1,531,2.469
235.7447,1,541,2.515
235.8589,1,583,2.710
235.9876,1,525,2.441
236.1008,1,499,2.320
236.2275,1,512,2.380
236.3438,1,504,2.343
236.4578,1,530,2.464
236.5865,1,534,2.483
236.7017,1,515,2.394
236.8267,1,489,2.273
236.9447,1,541,2.515
237.0608,1,497,2.311
237.1883,1,545,2.534
237.3014,1,505,2.348
237.4267,1,515,2.394
237.5447,1,519,2.413
237.6592,1,494,2.297
237.7883,1,505,2.348
237.9050,1,499,2.320
238.0283,1,535,2.487
238.1436,1,1156,5.374
238.2604,1,384,1.785
238.3778,1,441,2.050
238.5068,1,522,2.427
238.6195,1,454,2.111
238.7462,1,473,2.199
238.8606,1,507,2.357
238.9863,1,553,2.571
239.1011,1,544,2.529
239.2282,1,522,2.427
239.3413,1,535,2.487
239.4574,1,543,2.524
239.5877,1,515,2.394
239.7030,1,479,2.227
239.8197,1,486,2.259
239.9427,1,507,2.357
240.0588,1,530,2.464
240.1847,1,549,2.552
240.2980,1,576,2.678
240.4283,1,614,2.855
240.5450,1,710,3.301
240.6576,1,637,2.962
240.7823,1,555,2.580
240.9094,1,478,2.222
241.0251,1,468,2.176
241.1405,1,482,2.241
241.2651,1,521,2.422
241.3823,1,702,3.264
241.4985,1,780,3.626
241.6279,1,590,2.743
241.7406,1,666,3.096
241.8586,1,472,2.194
241.9866,1,447,2.078
242.1021,1,460,2.139
242.2197,1,529,2.459
242.3492,1,473,2.199
242.4646,1,532,2.473
242.5823,1,584,2.715
242.7086,1,541,2.515
242.8266,1,527,2.450
242.9445,1,548,2.548
243.0589,1,479,2.227
243.1895,1,449,2.087
243.3066,1,485,2.255
243.4196,1,517,2.404
243.5494,1,502,2.334
243.6628,1,486,2.259
243.7780,1,518,2.408
243.9038,1,535,2.487
244.0170,1,545,2.534
244.1447,1,502,2.334
244.2618,1,716,3.329
244.3876,1,521,2.422
244.5047,1,503,2.339
244.6288,1,525,2.441
244.7438,1,543,2.524
244.8586,1,621,2.887
244.9877,1,519,2.413
245.1022,1,464,2.157
245.2268,1,492,2.287
245.3406,1,496,2.306
245.4696,1,521,2.422
245.5831,1,512,2.380
245.6991,1,515,2.394
245.8275,1,512,2.380
245.9439,1,531,2.469
246.0594,1,510,2.371
246.1863,1,518,2.408
246.3002,1,526,2.445
246.4268,1,519,2.413
246.5443,1,503,2.339
246.6591,1,519,2.413
246.7842,1,554,2.576
246.8993,1,486,2.259
247.0233,1,484,2.250
247.1387,1,515,2.394
247.2638,1,531,2.469
247.3806,1,519,2.413
247.5076,1,558,2.594
247.6217,1,547,2.543
247.7377,1,526,2.445
247.8624,1,451,2.097
247.9779,1,499,2.320
248.1069,1,483,2.246
248.2197,1,508,2.362
248.3484,1,523,2.432
248.4603,1,524,2.436
248.5780,1,513,2.385
248.7043,1,555,2.580
248.8170,1,513,2.385
248.9446,1,491,2.283
249.0588,1,543,2.524
249.1770,1,534,2.483
249.3064,1,510,2.371
249.4208,1,514,2.390
249.5377,1,513,2.385
249.6624,1,480,2.232
249.7774,1,488,2.269
249.9072,1,523,2.432
250.0252,1,518,2.408
250.1412,1,531,2.469
250.2578,1,529,2.459
250.3837,1,543,2.524
250.4977,1,531,2.469
250.6268,1,542,2.520
250.7446,1,555,2.580
250.8573,1,497,2.311
250.9865,1,514,2.390
251.1020,1,467,2.171
251.2198,1,514,2.390
251.3371,1,515,2.394
251.4612,1,512,2.380
251.5786,1,513,2.385
251.7053,1,500,2.325
251.8221,1,510,2.371
251.9377,1,525,2.441
252.0652,1,513,2.385
